operator,min_power_kw_inclusive,max_power_kw_exclusive,price_per_kwh,unit,tariff_type,updated_date,retrieved_date,source_id,source_url,status,note
블루네트웍스,30,50,324.4,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
블루네트웍스,50,100,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
블루네트웍스,100,200,347.2,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
블루네트웍스,200,,347.2,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울시,0,30,324.4,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울시,30,50,324.4,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울시,50,100,324.4,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울시,100,200,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울시,200,,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울씨엔지,0,30,295.0,KRW/kWh,사업자 회원 공시요금,2026-09-03,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울씨엔지,30,50,295.0,KRW/kWh,사업자 회원 공시요금,2026-09-03,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울씨엔지,50,100,350.0,KRW/kWh,사업자 회원 공시요금,2026-09-03,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울씨엔지,100,200,350.0,KRW/kWh,사업자 회원 공시요금,2026-09-03,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서울씨엔지,200,,350.0,KRW/kWh,사업자 회원 공시요금,2026-09-03,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서현에너지,0,30,295.0,KRW/kWh,사업자 회원 공시요금,2026-07-30,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서현에너지,30,50,307.2,KRW/kWh,사업자 회원 공시요금,2026-07-30,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서현에너지,50,100,325.6,KRW/kWh,사업자 회원 공시요금,2026-07-30,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서현에너지,100,200,348.4,KRW/kWh,사업자 회원 공시요금,2026-07-30,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
서현에너지,200,,393.1,KRW/kWh,사업자 회원 공시요금,2026-07-30,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
선광시스템,0,30,,KRW/kWh,사업자 회원 공시요금,2026-08-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
선광시스템,30,50,,KRW/kWh,사업자 회원 공시요금,2026-08-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
선광시스템,50,100,325.6,KRW/kWh,사업자 회원 공시요금,2026-08-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
선광시스템,100,200,,KRW/kWh,사업자 회원 공시요금,2026-08-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
선광시스템,200,,,KRW/kWh,사업자 회원 공시요금,2026-08-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
소프트베리,0,30,297.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
소프트베리,30,50,297.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
소프트베리,50,100,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
소프트베리,100,200,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
소프트베리,200,,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스칼라데이터,0,30,295.0,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스칼라데이터,30,50,307.2,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스칼라데이터,50,100,325.6,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스칼라데이터,100,200,348.4,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스칼라데이터,200,,393.1,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스타코프,0,30,294.0,KRW/kWh,사업자 회원 공시요금,2026-09-09,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스타코프,30,50,294.0,KRW/kWh,사업자 회원 공시요금,2026-09-09,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스타코프,50,100,340.0,KRW/kWh,사업자 회원 공시요금,2026-09-09,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스타코프,100,200,340.0,KRW/kWh,사업자 회원 공시요금,2026-09-09,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
스타코프,200,,340.0,KRW/kWh,사업자 회원 공시요금,2026-09-09,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
신세계아이앤씨,0,30,,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
신세계아이앤씨,30,50,,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
신세계아이앤씨,50,100,324.0,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
신세계아이앤씨,100,200,,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
신세계아이앤씨,200,,,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아론,0,30,290.0,KRW/kWh,사업자 회원 공시요금,2026-05-08,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아론,30,50,290.0,KRW/kWh,사업자 회원 공시요금,2026-05-08,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아론,50,100,,KRW/kWh,사업자 회원 공시요금,2026-05-08,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아론,100,200,,KRW/kWh,사업자 회원 공시요금,2026-05-08,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아론,200,,,KRW/kWh,사업자 회원 공시요금,2026-05-08,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아마노코리아,0,30,276.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아마노코리아,30,50,276.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아마노코리아,50,100,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아마노코리아,100,200,330.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아마노코리아,200,,330.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아우토크립트,0,30,,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아우토크립트,30,50,,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아우토크립트,50,100,320.0,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아우토크립트,100,200,,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아우토크립트,200,,,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이마켓코리아,0,30,310.0,KRW/kWh,사업자 회원 공시요금,2026-08-20,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이마켓코리아,30,50,,KRW/kWh,사업자 회원 공시요금,2026-08-20,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이마켓코리아,50,100,330.0,KRW/kWh,사업자 회원 공시요금,2026-08-20,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이마켓코리아,100,200,324.4,KRW/kWh,사업자 회원 공시요금,2026-08-20,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이마켓코리아,200,,,KRW/kWh,사업자 회원 공시요금,2026-08-20,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이파킹,0,30,299.0,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이파킹,30,50,345.0,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이파킹,50,100,345.0,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이파킹,100,200,,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아이파킹,200,,,KRW/kWh,사업자 회원 공시요금,2026-08-05,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아하,0,30,260.0,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아하,30,50,260.0,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아하,50,100,,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아하,100,200,330.0,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
아하,200,,330.0,KRW/kWh,사업자 회원 공시요금,2026-04-10,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에바,0,30,290.0,KRW/kWh,사업자 회원 공시요금,2026-07-31,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에바,30,50,290.0,KRW/kWh,사업자 회원 공시요금,2026-07-31,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에바,50,100,,KRW/kWh,사업자 회원 공시요금,2026-07-31,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에바,100,200,319.0,KRW/kWh,사업자 회원 공시요금,2026-07-31,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에바,200,,319.0,KRW/kWh,사업자 회원 공시요금,2026-07-31,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에버온,0,30,296.0,KRW/kWh,사업자 회원 공시요금,2026-04-15,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에버온,30,50,296.0,KRW/kWh,사업자 회원 공시요금,2026-04-15,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에버온,50,100,296.0,KRW/kWh,사업자 회원 공시요금,2026-04-15,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에버온,100,200,296.0,KRW/kWh,사업자 회원 공시요금,2026-04-15,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에버온,200,,296.0,KRW/kWh,사업자 회원 공시요금,2026-04-15,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에스에스기전,0,30,280.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에스에스기전,30,50,280.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에스에스기전,50,100,300.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에스에스기전,100,200,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에스에스기전,200,,,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공시없음,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
에스이랩,0,30,230.0,KRW/kWh,사업자 회원 공시요금,2026-03-13,2026-09-17,S04,https://ev.or.kr/nportal/evcarInfo/initEvcarChargePriceV2.do,공개값 확인,실제 사이트/회원카드/로밍/계약조건 확인 후 적용. 커넥터 호환성과 요금은 별도. 갱신일은 시행일 아님.
